MXene (mg/mL),Laminin peptide (ug/mL),Electric stimulation (Hz),Voltage (V),Cell viability (%),Cell viability Index
0.3,49.997224242711276,1.000530552231473,1.0035193283221042,64.0,0.5
0.07988963718204758,110.0019732053713,1.4946131984269657,0.999126996308992,53.0,0.0
0.10245119153661202,149.9992089472836,2.9981779709135434,0.09989396467106475,69.0,0.5
0.295053249823987,150.0,3.0,0.09947004747741817,87.0,1.0
0.29942501869032656,150.0,1.9970052404269758,1.0004444992844224,110.0,1.0
0.2011865058869116,0.003966127308911324,1.9979917998810246,2.005575873592824,45.0,0.0
0.07950950381685827,9.999428845817489,2.0018850808777384,0.999423188863512,77.0,0.5
0.0,0.0017222253743821836,2.999732300348293,2.001238713347458,63.0,0.5
0.0,0.00856747645502535,0.4982045604764773,0.09938112192638114,79.0,0.5
0.3,50.00306629645663,1.000173778701678,0.10122705180910213,87.0,1.0
0.2359036351403042,39.99923982056464,0.0023104525340671665,0.0,144.0,1.0
0.3,150.0,0.0,0.0,95.0,1.0
0.29773515993999006,50.00531403617247,2.0023238573933386,1.998823371425698,39.0,0.0
0.20365395454799123,149.99695428224385,0.0014705250440441937,0.004342378277818635,101.0,1.0
0.09607037683668893,50.00258500673331,2.0010076733789295,2.9986949615385163,36.0,0.0
0.3,0.0022423945753229676,2.9986715796149377,1.0018382636460612,89.0,1.0
0.2983284747197322,49.99528655770576,3.0,1.0049195775512927,101.0,1.0
0.20455785691177256,49.99873379757187,1.0030004086779527,2.0010358367843897,61.0,0.5
0.19890616220008914,149.99977864082368,1.0015079139931962,0.09734712616094143,66.0,0.5
0.09578256859859559,50.0012146954122,0.004594441483010233,0.003013194717904842,87.0,1.0
0.22822623753782528,39.99975928790429,0.0,0.0018544635197864268,155.11757,1.0
0.20048891406245983,49.99904856109293,0.0,0.000521953291469738,96.0,1.0
0.29969879573178454,50.00087610918901,1.9978317859941295,0.09690055683628473,81.0,1.0
0.19795890868733074,49.99840432532656,3.0,1.9972247271571735,38.0,0.0
0.3,49.99900004302271,1.999050566094507,3.0,47.0,0.0
0.3,0.00418687555069464,2.9981473889715975,2.0034293426979803,42.0,0.0
0.0,50.00171544973656,0.9981526232828505,3.0,56.0,0.0
0.22881535168793316,39.99631509687177,0.0,0.0,155.11757,1.0
0.0,0.0,0.9947082042716752,1.0046973530709522,82.0,1.0
0.1987859020389531,49.99757618449527,1.0035285051724754,1.0032602605326395,61.0,0.5
0.045772088408012924,70.00127773196449,2.0022893596645814,1.998562400253899,49.10097,0.0
0.3,149.9957912802703,2.995399202154254,1.0021823722733727,107.0,1.0
0.10430975694019809,0.0029822958979987407,1.000966478310455,0.9948420475218779,89.0,1.0
0.09855510070338573,150.0,1.9960242401160009,0.09843103661136535,70.0,0.5
0.00041891756379704127,0.0,1.0034110081428418,0.9956622157454554,82.0,1.0
0.3,0.0033447062274098425,1.0031853517234475,3.0,42.0,0.0
0.3,49.9995163986473,0.9994873513497736,1.0006976735908377,64.0,0.5
0.09738931819139773,0.0,1.0026967622924374,1.00054038319927,89.0,1.0
0.3,50.00022336883556,2.9965546051086474,0.10073497653538446,70.0,0.5
0.0024859575562624246,149.99656363622194,1.9970786313967968,0.9976622239578261,98.0,1.0
0.10150683892664748,0.0,0.497733692176416,3.0,30.0,0.0
0.0,150.0,0.9984930726706519,2.994667658592888,75.0,0.5
0.0009604554183482977,0.0005886588984275013,1.9944460454696527,1.9960179307509163,65.0,0.5
0.09500018926334684,149.99432248381365,0.999794183851965,1.000718976449289,78.0,0.5
0.3,50.00084492092568,0.0016044364354004803,0.000653564866332376,96.0,1.0
0.2036384989667841,0.0021174042408425506,1.0007235788155056,2.9974252327961506,35.0,0.0
0.19887744670088672,149.99951662774694,0.0,0.00034967386300169793,101.0,1.0
0.0007288023776189684,50.001766501515284,1.9982672860971962,0.9996942730506538,97.0,1.0
0.0,49.999657334220075,2.0046326605823444,3.0,61.0,0.5
0.001674371594038556,149.9980456560057,2.9983607467638116,0.09832777380927946,95.0,1.0
0.048288512065555775,69.9942043329815,2.0007074251575405,2.002370181920475,49.10097,0.0
0.05792545107275367,49.99688844231489,1.4987963819657029,1.5014876730498221,61.0,0.5
0.0,49.999635284211706,2.9968577748092327,1.9999363608073182,61.0,0.5
0.18215997657749203,50.001355902928424,0.4997535945512763,1.498843411051087,109.0,1.0
0.09777758384826443,149.99972933620765,1.0028220205294633,2.9998498006622603,33.0,0.0
0.17736460366314935,50.00374094000909,0.5025395086143105,1.49606497105148,109.0,1.0
0.3,50.00362180053409,2.000843317856536,0.9989539763511982,88.0,1.0
0.3,50.00362054683117,0.9974611756589649,0.9995880745158701,64.0,0.5
0.3,49.999271116318276,2.0012599375689497,2.000718534292611,39.0,0.0
0.2987996697415803,150.0,2.9991811311188883,3.0,51.0,0.0
0.3,0.0,3.0,1.9989444084322663,42.0,0.0
0.0978191865843088,0.0,1.0006844516783273,1.000584747853686,89.0,1.0
0.3,0.0012466477272612103,3.0,0.9973105040457856,89.0,1.0
0.1995103581372887,149.99236581478715,0.0,0.0008387792208012031,101.0,1.0
0.29485430716741806,50.00274755979807,1.9987848529292773,0.10506837006363566,81.0,1.0
0.0,150.0,2.0006669785704148,1.0044456004476683,98.0,1.0
0.1991579180818434,0.0009273866795018356,2.000868144229812,0.9960834189334028,70.0,0.5
0.09419751577088074,50.00445153995472,1.0059534007181923,1.0017334629737993,84.0,1.0
0.3,149.9981954306055,0.003514524634187898,0.0,95.0,1.0
0.0,150.0,0.0,0.0,111.0,1.0
0.10198533790633224,0.0010553282432535342,0.000723195169153401,2.424427098112962e-06,97.0,1.0
0.0990884177733115,0.00045331227978571406,1.0018331371017581,1.9990549593338434,51.0,0.0
0.2966269509342193,0.0,2.0022322665760117,1.0047912580403777,79.0,0.5
0.03533345695353588,0.0010089953405016962,0.500514552264046,0.9992866934014241,47.0,0.0
0.2373216042744009,89.99742253668798,0.4931907780991169,1.5023787694292072,140.0,1.0
0.19791900951326657,150.0,2.9985649560518186,3.0,25.0,0.0
0.0,50.00117709763996,1.002753251589173,2.0006045384909337,75.0,0.5
0.19762716136218236,0.0020875033884456226,0.0014971096585584774,0.0016471031278934654,88.0,1.0
0.299528810851334,50.00068826013749,0.4969666953485066,0.10012589654894735,100.0,1.0
0.20223144627527626,0.0,0.49807586191616626,0.9963384359423064,65.0,0.5
0.10556914719449635,150.0,1.004753850510377,1.0021460186399602,78.0,0.5
0.004088922754301739,149.99608295929113,0.9982480256782723,2.0041032430389056,81.0,1.0
0.20158390303892923,0.0,3.0,0.10094968917646828,70.0,0.5
0.20226996865649546,0.0,0.9960898831716878,2.9967681082324935,35.0,0.0
0.3,50.00283227936055,1.9987800722842775,2.00330781208781,39.0,0.0
0.002812663978585549,150.0,0.0,0.0,106.0,1.0
0.09594418697223729,0.0,0.0,0.0007562642201616637,97.0,1.0
0.10088108396754938,49.99743079278466,1.9985367445835702,0.10095630428455112,96.0,1.0
0.10070591971401782,0.0,0.5022167196847142,3.0,30.0,0.0
0.09670012949176131,50.00274253287195,2.0027891586591964,3.0,36.0,0.0
0.20143348322704363,50.00366462587839,3.0,3.0,24.0,0.0
0.1826781638223852,70.00312493946741,0.5009272349639579,0.9953181433433987,91.0,1.0
8.183666612246216e-05,49.99760583412188,0.0,0.0,102.0,1.0
0.20522990864410728,50.00415779965266,0.49991031757050086,1.000392389483424,67.0,0.5
0.20049973045396194,149.99963351372062,0.0013782595707345468,0.0,101.0,1.0
0.03705234143346419,140.0001549702946,2.5003341980629448,1.4995820892777076,67.0,0.5
0.19801955018970088,0.002158344064500985,0.0,0.004110196784963868,88.0,1.0
0.0007255895587405694,150.0,1.0043699037010623,1.0074414338168247,107.0,1.0
0.07775107209844023,109.99723590409288,1.4983255638519009,1.0036362192701174,53.0,0.0
0.0984984103784768,0.0034196025037302904,0.0,0.00024936842033790096,97.0,1.0
0.07816832179389697,129.99776718748421,1.4986777780170681,1.9973849547297737,78.0,0.5
0.0013284759563892618,149.9987464360482,2.0034941998814104,0.9992386777611335,98.0,1.0
0.0017076832844668424,50.0020385413652,2.0022028146515383,1.0010438672259585,97.0,1.0
0.0,0.004262975094801745,2.996028719848159,1.004461398771599,96.0,1.0
0.09930621724762954,150.0,1.0017776323794914,2.995304835250772,33.0,0.0
0.3,1.5208192236723824e-05,0.498735816042068,1.0017864564282637,48.0,0.0
0.002210971465777583,49.99593562205384,3.0,3.0,56.0,0.0
0.22122032431125616,50.00447470575664,0.00499311404645239,0.003608588221305247,130.0,1.0
0.08252932895564986,130.00195176420286,1.4971017835723983,1.9985515685231388,78.0,0.5
0.0,0.002395490883783675,1.0021790691519563,1.0001912227923833,82.0,1.0
0.20178138862619402,49.998391110876334,2.0023812306519413,0.1031666178108221,67.0,0.5
0.0,49.99931854521967,2.0080212511861095,2.004334667654274,70.0,0.5
0.10456366365281528,150.0,2.0008857687341974,0.9997027199547849,80.0,1.0
0.19687844077526434,49.9950120295799,3.0,1.9990946880353972,38.0,0.0
0.07467776286843449,40.001376898000046,0.9985844918364969,1.4919844082495817,77.0,0.5
0.09230337089529027,150.0,0.0,0.0,88.0,1.0
0.09784557335509075,0.003935946636873845,2.99863036736091,0.9984406129900595,82.0,1.0
0.1961054331881335,0.00025171508546443236,2.000799256810241,0.10263629615261718,67.0,0.5
0.3,150.0,1.0016292349790774,2.004748141917784,36.0,0.0
0.3,49.99887730784378,2.9976076054540126,2.000736604852049,42.0,0.0
0.0,0.0,3.0,2.0027407523369587,63.0,0.5
0.0,150.0,0.0,0.0,111.0,1.0
0.2032944422138581,49.99752747019527,2.001541300403893,0.10351365556188852,67.0,0.5
0.09694450041030381,149.99950380934453,1.0000424092776397,0.099504409639705,78.0,0.5
0.10571484002095387,150.0,2.0004632705506893,0.9987171442498153,80.0,1.0
0.19685215516566085,49.99943310845781,2.997829015384438,3.0,24.0,0.0
0.2974139426817488,0.00011065480370030848,2.9972230311381236,3.0,47.0,0.0
0.2990610007597619,49.99811202161572,2.0031055408508727,2.00027154193805,39.0,0.0
0.2993177230277639,49.99671973455929,0.9999278347819984,0.9999262952602821,64.0,0.5
0.10310027623538176,0.0,1.000367500343864,0.1003149353745846,79.0,0.1
0.03588400561974937,0.0,0.502361837550501,1.0022224322244446,47.0,0.0
0.09857153690834253,0.001148975930233418,1.9994768254629975,3.0,34.0,0.0
0.10077518067548827,0.003875896697772578,0.49711376864824064,0.9976826292317599,108.0,1.0
0.20218613321411721,0.0,2.998938660193656,0.10142904049682569,70.0,0.5
0.0,0.0,0.0,0.0,100.0,1.0
0.003160104928093755,40.00159715006214,1.003110206875629,0.9988449010325929,49.10097,0.0
0.20062853623987642,0.0,0.4995591101867063,0.9983607332918191,65.0,0.5
0.005122933876755019,39.997965875023034,1.0002733554754546,1.0011015598099227,49.10097,0.0
0.2978959365380851,149.99765428268464,2.9970370140569815,1.999390689042395,43.0,0.0
0.1971530069777627,49.999386006612255,0.4977110186501774,3.0,34.0,0.0
0.3,150.0,1.001395650678498,1.9997578442081223,36.0,0.0
0.0,149.99584881148454,3.0,0.10063799152722164,95.0,1.0
0.17819116022283737,49.99830732045269,0.5027669699132781,1.5024401193761596,109.0,1.0
0.09934237973230593,49.99784015598073,1.9985059335004143,0.9999152722083339,87.0,1.0
0.0015535606143538877,0.0,0.0,0.0012192029944586564,100.0,1.0
0.24969990592700064,50.00387131587076,3.0,0.9985123149896294,51.08921,0.0
0.10294934622211241,149.99912847794428,0.9932157705094465,3.0,33.0,0.0
0.050043186864614654,69.99664699440689,2.006275661854746,2.0006033656613624,49.10097,0.0
0.0,50.007584662653144,3.0,0.09634762996102425,97.0,1.0
0.09621987107690314,149.9951559434552,0.9995975079880381,0.10433360446739728,78.0,0.5
0.29897497737309603,49.99740546598385,2.9983081668688545,2.994619093694635,43.0,0.0
0.10243544315529939,149.99969139399278,0.9968445039231169,1.9982483955552812,83.0,1.0
0.09790555270957293,20.003973489655422,0.5041721547345343,1.0020167822352861,136.0,1.0
0.27889018314612474,90.00095470674646,0.0,0.0,130.0,1.0
0.0032727049287691683,149.99949437322445,2.99511727648492,1.001911346005639,102.0,1.0
0.3,149.9949332151235,2.0021703464067584,3.0,47.0,0.0
0.0013523601338675277,150.0,0.0005908470169614097,0.0007247642920440054,111.0,1.0
0.29648757048862767,49.99560631709639,2.996877866371576,2.9964241157277938,43.0,0.0
0.1967415317689442,150.0,0.007140331065814007,6.517706146468191e-05,101.0,1.0
2.4506511413535773e-05,0.003970530528129877,2.005069398311701,0.9993569304426878,90.0,1.0
0.2017616760057033,150.0,0.9987737130968702,0.10212727717892932,66.0,0.5
0.001467463697748049,150.0,0.4985475925937204,0.09493383490166282,91.0,1.0
0.19986067604211477,150.0,2.0087946165201314,2.003735511207105,42.0,0.0
0.19870415747861153,0.0,0.4991529711201733,1.003786001260612,65.0,0.5
0.2022132528149438,50.00070370840945,2.9981814489523892,1.9962515462384254,38.0,0.0
0.0046984426264032614,50.001163808100756,2.004577449921767,0.10254230413210227,92.0,1.0
0.09719398431138229,50.00006469154573,0.000847505347662025,0.0,87.0,1.0
0.29665621568110073,0.003383412692812893,1.0012443891378346,3.0,42.0,0.0
0.11929048166595464,59.99944263012335,2.0024802796718295,1.501406515016747,91.0,1.0
0.295358999087187,149.99198841429393,0.9990487077645087,2.000854814267897,36.0,0.0
0.19807055480062286,149.99761336179813,1.9979216527461705,2.002512314773129,42.0,0.0
0.0011347464619950473,0.006678568593672894,0.4959909523155622,2.0023031223137457,47.0,0.0
0.19547264834789177,49.99664774061489,0.5033942752357549,2.9935364486511764,34.0,0.0
0.29748294726538077,50.00079851993722,3.0,2.004282568767733,42.0,0.0
0.0,0.0057570331921200195,0.4978802521727304,0.09849993606818358,79.0,0.5
0.0,50.002936938958726,1.998670686089659,1.0043329654253887,97.0,1.0
0.09960782637856258,50.00161669240339,1.0017002686535015,3.0,34.0,0.0
0.10167757924051497,0.0009922002618977768,0.9949454654104233,1.9971479402544807,51.0,0.0
0.09633581904850497,0.001909566958412096,1.0016876346743666,1.9964004249154608,51.0,0.0
0.2028949181753109,0.003901781253701602,2.000987905085953,2.0056517318143423,45.0,0.0
0.29935932820352257,49.99576784654472,2.0059327856750153,0.09983312439145182,81.0,1.0
0.196751036464421,49.99326083831263,2.0023206068273076,2.999159665686082,27.0,0.0
0.1992759014687342,150.0,0.9984408864145939,3.0,29.0,0.0
0.20039084806635482,0.0014249418911019324,0.9995803005583705,3.0,35.0,0.0
0.1975313451347404,50.00284963009792,0.0023124208333381766,0.0,96.0,1.0
0.10029130997702392,150.0,2.9987403886250035,3.0,28.0,0.0
0.29579398811617436,0.0021251281222702365,0.4937806377378252,1.9940358720800402,35.0,0.0
0.003432334540396915,150.0,1.9987732782645684,1.0002264830312062,98.0,1.0
0.09484741620006358,149.99984712541578,0.9978546469857583,2.0001993726574634,83.0,1.0
0.09907156580163487,0.0,1.0027722020648095,0.10026385164944758,79.0,0.1
0.0,0.0,2.9978433937106095,0.1005616625140965,86.0,1.0
0.2982771585302605,49.999881880852875,2.998433039759692,2.0040242303086035,42.0,0.0
0.29731820162312306,0.00239413697718258,0.4958587539944041,1.9981483017399548,35.0,0.0
0.29642708237181,50.00552736461445,3.0,0.09848921495693265,70.0,0.5
0.10488494058033075,49.999484356461515,0.5011702493700205,0.9987403406010057,89.0,1.0
0.0,150.0,3.0,0.0998934534774066,95.0,1.0
0.10038287950487404,50.000244295485984,2.999236025130721,3.0,28.0,0.0
0.0,150.0,0.0,0.0,106.0,1.0
0.1963451760349705,50.000607167799025,0.0,0.0017126283555403826,96.0,1.0
0.0,0.0,0.4958099075416227,0.09985383084497736,79.0,0.5
0.20034638615934985,150.0,0.0008996934367801634,0.0,101.0,1.0
0.07768065440431267,110.00190053665122,1.4977151766027195,0.9966504217098481,53.0,0.0
0.0,50.00068664271082,1.998180900460022,2.0011343202698115,70.0,0.5
0.1045990148659454,6.930211849304684e-05,2.99571234036684,1.5021110265039619,111.0,1.0
0.0020885141594498753,49.998488197896414,0.9992425701621832,0.10637285789528383,85.0,1.0
0.2988534414528199,150.0,3.0,3.0,51.0,0.0
0.0,150.0,2.9945616815736544,0.10122815847246963,95.0,1.0
0.2295543045686324,39.99870655605897,0.0,9.775189388350207e-05,155.11757,1.0
0.09824975905191193,150.0,0.0012871925144535945,0.004112060914216977,88.0,1.0
0.0,49.99473975697264,1.9991069549726102,0.09828591819703335,92.0,1.0
0.1036879554915848,149.9981708020417,2.0005194220900724,0.10386905896847766,70.0,0.5
0.3,150.0,2.000229670087546,0.09625246419286634,92.0,1.0
0.10571908947407088,49.99772203962082,0.4950385306604884,0.09908589743865424,101.0,1.0
0.1954982265043341,150.0,0.4962746614413583,0.10096418986284383,69.0,0.5
0.20331245731463835,49.995653248120476,3.0,2.0008678331673915,38.0,0.0
0.0001204140428612766,149.99937587425615,0.0,0.0,111.0,1.0
0.20546442532391965,0.0031694062853481753,0.0022017941989071433,0.0006793893665334896,88.0,1.0
0.2038934178289253,50.006756382032485,0.5020402376045441,3.0,34.0,0.0
0.10102008833964395,50.000920067676155,0.0,0.0015145264858791457,94.0,1.0
0.2967926680662787,49.997378549491714,2.996942510146452,1.9993180067755785,42.0,0.0
0.0,149.99729790553477,1.0025790496174103,2.9969695464879487,75.0,0.5
0.1019617897705325,0.004479044541209084,3.0,0.09862402704588949,101.0,1.0
0.0989594239873244,49.99957579408164,0.49737986399066747,1.00352964704069,89.0,1.0
0.1925132161996612,49.99817382634076,0.0021098870625417933,0.0,96.0,1.0
0.10179476083374528,49.99861602702959,0.0,0.0,94.0,1.0
0.19865973405822016,49.99654681627907,2.9985056967291253,2.996044273095299,24.0,0.0
0.09712864573146687,0.0016942781357405273,0.0,0.0004643268489333645,94.0,1.0
0.19961947580510606,150.0,2.0017903205976837,1.9966214286626578,42.0,0.0
0.0,149.99883536242632,3.0,2.0025377055199765,88.0,1.0
0.101141149997024,149.99962870089632,0.4977918636232616,1.000657825765869,88.0,1.0
0.09984570309116143,150.0,0.00413643109993665,0.0,88.0,1.0
0.3,150.0,2.99862491389388,0.09558286793255072,87.0,1.0
0.0031175969441881624,49.997480795276,3.0,2.9991289520009587,56.0,0.0
0.1968289828897236,50.00311733346123,1.9954635784906118,2.9995634594537828,27.0,0.0
0.07838367996196693,129.995332873968,1.4990610303541545,2.0019211227747356,78.0,0.5
0.0,50.00398121758344,1.9979852538828347,1.0006442270131526,97.0,1.0
0.0,149.99245679398993,0.9963804948773527,1.0026393653695391,107.0,1.0
0.3,0.0025246811441218394,2.9979969953605132,1.004621931718725,89.0,1.0
0.003684943654770857,149.99851449149534,0.49662486739432343,2.9993406690946993,95.0,1.0
0.3,49.99559118461631,0.9984892411939034,2.9947575386359166,45.0,0.0
0.0,0.0,1.0029170002127363,2.0002626208412924,61.0,0.5
0.0006758750829817591,150.0,2.0040919820196046,0.10477481726464209,91.0,1.0
0.20286409269774056,49.99754343468623,2.9964037225372415,1.996629656522376,38.0,0.0
0.10086430988275787,150.0,1.0049462753653937,0.10117194904524697,78.0,0.5
0.09595268928452336,149.99644295551758,0.0031609028829775745,0.00042807662207884655,88.0,1.0
